sentence,contains_bad_word
"Ga usah sok ngartis sih anjing, jangan sok cantik banyak gaya lu.",1
eh mana tau ni anjing lah kau,1
Pada hari Selasa kedua bulan itu mereka berada di gedung pengadilan komunitas.,0
"Ngaceng mulu, nggak ada kerjaan!",1
"Kontol kau, kau merusak semuanya!",1
"Pantat lo kayak lubang kubangan, serem banget!",1
 jauh banget anjir morgan mukanya lembut iya juni mukanya berengsek ,1
 tapi kadang adek member yang babi main sedap tekak setiap hari nak dibelanja ,1
Pegi mati la dengan perang kau tu.,0
"Saat kita merasa bosan atau tidak produktif, kita bisa mencoba untuk melakukan kegiatan kreatif seperti menulis atau menggambar untuk membantu membangkitkan kreativitas kita.",0
Aku berlindung padaMU dari godaan setan-setan yang tidak merah.,0
 sudah siap di demo berjilid jilid sama bani cingkrang malaysia memberlakukan syariat islam tapi melegalkan perjudian dengan berbagai syarat dan ketentuan yang strict ,1
Bangsat! Lo udah merusak hidup orang lain!,1
Mereka mengatakan bahwa sistem saat ini mencerminkan keragaman itu,0
kepala kepolisian daerah babi biadab dan bodoh tidak punya otak kali ,1
dalam kepala otak presiden selalu curiga kepada rakyat buruk sangka dan takut ditagih janji sehingga apa saja yang dibuat dilakukan rakyat presiden menuduh rakyat intoleransi dan sebut rakyat radikal teroris dan sebagainya tenggelamkan partai demokrasi indonesia perjuangan ting,1
Tempat ini tidak mengejutkan saya lagi.,0
Bicurei Ha'etim Cellar adalah satu-satunya tempat untuk belajar tarian rakyat Israel.,0
Anjing gila aja lebih baik daripada lo!,1
Mereka menggunakan garam untuk menyembuhkan ikan dan mengirimkannya kembali ke rumah.,0
Endorfin saya mengalir.,0
Itulah alasan mengapa kami berusaha membunuhmu.,0
"Pantat lo kaya tong sampah, serem aja diliatin!",1
Buku-buku itu tidak menyebutkan nama individu.,0
"seekor monyet menjerit ketika membuka topengnya, karena wajahnya berubah jadi manusia",0
Saya perlu memeriksa dan melihat apa yang dibutuhkan anak-anak saya.,0
Dealer akan menagih beberapa ratus dolar.,0
"Bangsat kau, jangan sok sokan!",1
Bisakah Anda membuatkan saya espresso?,0
INS dan EOIR menemukan beberapa kesalahan dalam aturan tersebut.,0
Wajah menjadi lebih panjang dan lebih tipis di bagian bawah sepanjang generasi.,0
Menjual diri adalah hal yang sangat penting.,0
"Terbukanya pintu air budaya Barat setelah isolasi yang begitu lama menimbulkan efek traumatis pada masyarakat Jepang, seperti yang ditakutkan oleh para shogun Tokugawa.",0
 kunyuk kalau dewan perwakilan rakyat bubarkan komisi pemberantasan korupsi,1
Bangsat alay tenan asu,1
"Gw kira dia Mandang fisik karna dia lebih oke lah taunya Buriq ajg, jauh jauh deh lu monyet.",1
 aduh sableng itu sarkasme buat kalian bani onta yang sudah di cuci otak pakai fasilitas fi kasih pemerintah masih nyinyir di kasih kemudahan masih nyinyir mau ganti presiden tapi calon presidennya begitu tidak ada yang lain ,1
FDA memiliki persyaratan ketat untuk obat baru.,0
 wakil rakyat cocot tok mengomong apa berak ,1
Disini Banyak monyet nakal. Macem kamu,1
DI DALEM TUBUH FRANK OCEAN ADA APAANSIH ANJING SUARANYA BAGUS BANGET NANGIS 7 MALEM,1
"Terlalu anjing untuk di ingat, terlalu bangsat untuk dikenang, terlalu sampah untuk merindu. Aku wes ora peduli ~",1
Saya tidak akan pernah melupakan itu. Anda dapat memilikinya sendiri atau berbagi dengan keluarga.,0
"Beberapa dari mereka dapat Anda sewa berdasarkan tahun, yang lain setiap hari atau setiap minggu.",0
 malu sama nama peci itu dasar pecun ,1
"jaman elo dulu masih sekolah, orang ngilang kalo omongin jelek Soeharto.",1
Kamu memiliki rencana untuk liburan musim panas ini? Aku ingin pergi ke pegunungan dan menikmati pemandangan indah.,0
Klien kami dapat membayar pengacara dan terpental di antara pengacara.,0
 saran yang tidak sama bodoh dan tolol ,1
Kegiatan kontrol seperti praktik bisnis yang aman secara universal umum di semua lembaga.,0
ADUH TAI INI MAH CM KURANG KOPI ITEM SAMA ROKOK GARPIT,1
"Udah tau bangsat, udh tau brengsek, udh tau bajingan. Tapi tetep aja",1
Lu ko jadi tmn di dpn gua keliatan baik ? Tapi kenapa di belakang gua lu lugu2 bangsat sih,1
Sialan! Nggak ada yang lebih nggak berguna dari lo!,1
MONYET CONGRATS WOI,1
"Bangsat! Lo itu udah merusak hidup orang lain, nggak tau malu sama sekali, nggak ada rasa empati, dan nggak peduli sama orang lain. Lo itu nggak bisa dipercaya, nggak bisa diharapkan apa-apa, dan nggak bisa mikir jernih. Beneran deh, orang kaya lo tuh nggak layak hidup di dunia ini, mending pergi jauh-jauh aja dari sini, biar nggak bikin orang lain kesel melihat tingkah lakumu yang nggak sopan.",1
Bill mendapat dua surat tahun lalu yang mencabik-cabik hatinya.,0
Profesor Musik David Cope mengatakan dia telah menciptakan simfoni ke-42 Mozart.,0
AS dapat menghemat lebih banyak daripada yang diinvestasikan pada tahun 1980-an dan 90-an.,0
"Wow, kamu berhasil membuat modifikasi karakter yang keren. Bagaimana kamu melakukannya? Bolehkah aku minta tips dan saran tentang cara membuat modifikasi karakter yang baik?",0
Dasar bajingan. Hilang kepercayaan aku berkat kau sial,1
"Ya, itu diperbolehkan dan mereka sering melakukannya.",0
Burung dan kupu-kupu hanya bisa dilihat di bengkel-bengkel kampung.,0
Tidak ada pemeliharaan yang ditangguhkan.,0
"saya bisa kehilangan sepuluh atau lima belas pound, seperti kebanyakan orang lain",0
"Setiap dokter, seharusnya, mempunyai pemakaman kecil di sudut ruang hatinya. Kelabu, kelam, kisah tentang luka, cacat, hingga terenggutnya nyawa.",0
"Kita harus selalu berusaha untuk menjadi orang yang rendah hati dan tidak sombong, serta menghargai pendapat dan pengalaman orang lain.",0
Tidak ada yang memperingatkan saya tentang tenda yang diratakan.,0
"Pantat lo kaya tong sampah, serem aja diliatin!",1
 asal setia bayar pajak dan uang pajaknya tidak untuk bayar upah orang orang yang mau mengubah undang undang komisi pemberantasan korupsi,1
kesel banget anjing ga inget inget kemaren mikirin apa huhhhhhhhhhh gedek banget,1
Kenapa kena hidup sedangkan kita tahu kita akan mati nanti?,0
 najis kuping gajah thailand belaga banget ,1
Tidak ada benda seperti kertas yang digunakan oleh orang Mesir Kuno.,0
"Saya melihat hari sudah pagi, dan matahari sudah terbit.",0
"Bener2 autis banget dari semalem nyampe sekarang marathon baca au ini, terniat banget gak sih aku",1
Jon sedih karena dia tidak bahagia.,0
Clarisse dan Onardo sama-sama menanyakan kabar San Bernakedino.,0
 maksud gue otaknya itu manusia kampret yang kampungan beda lo ya kampungan sama kampung kalau di kampung malah guyub kok tidak pandang agamanya apa malah kalau perayaan hari besar suka saling bantu ,1
"Pada Agustus 2001, terjadi komunikasi pribadi antara P. Croteau dan Babcock Borsig Power tentang kontrak teknologi untuk tahun mendatang.",0
kalau kamu tidak tau apa apa ya jangan berkoar sembarangan dong kelihatan banget kalau kamu itu benaran bego fuck you,1
Anda dianggap sudah mati!,0
AT&T dan MCI percaya bahwa pajak tersebut adil dan telah memutuskan untuk menanggung biayanya alih-alih meneruskannya.,0
Anak bajingan ini,1
"Busuk kau, jangan sok kuat dan berlagak seperti orang yang lebih dari apa yang sebenarnya kamu punya!",1
dasar kafir laknatullah ,1
Ada tombol di halaman yang mudah digunakan.,0
"Akhir Cerita Robi Anjal, Pria Mati yang Hidup Lagi ",0
Pasar terbuka di dekat dermaga tidak boleh dilewatkan.,0
"Skrining perlu menemukan orang yang bermasalah, tetapi tidak harus menyelesaikan hal lain.",0
"Fasilitas baru dibangun dengan biaya yang sangat tinggi untuk tim MLB, memberikan sedikit keuntungan bagi pemiliknya.",0
 pasti kafir bahlul cebong iq dua ratus ,1
Banyak gerai ritel kelas atas memiliki toko di Princes Street.,0
Jobs berpegang teguh pada sebuah ide.,0
Tapi Kalau anjing Hanya setia kepada Tuannya yang ngasih makan Sekalipun toh Tuannya itu Seorang,0
Itu tidak akan mempengaruhi kecepatan mereka sama sekali.,0
Game-game itu sangat menyenangkan jadi saya menonton semuanya.,0
 curut cebong kaum takfiri juga ternyata ,1
Astaga masih pagi pay kau membuat ku ingin berkata anjing,1
potret rezim jokowi anti pada umat islam bukan saja di indonesia yang dipimpin tetapi bahkan di negara lain seputar myanmar sekarang,1
Dia yakin bahwa kematian Nyonya Inglethorp bukanlah hal yang mengkhawatirkan.,0
Penyelam memiliki banyak tempat untuk dijelajahi.,0
Dia tak cakap apa apa . Babi betul !,1
 paham kan hukum menuduh pelacur si an nur begini ini islam apa kafir ini tugas ulama bukan malah mengompori,1
Lincoln melepas topinya.,0
"Mana yang lebih lucu, anak anjing atau anak kucing?",0
Tentang anak autis yang jadi satu-satunya saksi pembunuhan dan berusaha dibujuk sama pengacara dari tersangka. Innocent Witness ,0
"Babimu mengerikan banget, bau sampe ke sini!",1
"Kasih gua pencerahan, apa nikmatnya lari pagi dihari minggu selain ngeliatin cewek bening bawa anjing?",0
Jijik bgt bangsat,1
"Seperti yang Anda lihat, itu tidak diperbesar.",0
Contohnya adalah pemenang kebijakan.,0
 ibu sarap kok tega banget sih memperlakukan anak sendiri surat pemberitahuan tahunan hewan kalau gue jadi suaminya gue ambil itu anak gue laporkan polisi amp gue ceraikan langsung cih najis sama perempuan kayak begitu ,1
Tembok Barat selalu menjadi Situs Warisan.,0
"Tidak masalah, kebijakan terbaik.",0
Biaya pekerjaan dan nilai layanan yang ditingkatkan akan dipertimbangkan dalam situasi ini.,0
Kota Ankara selalu menjadi ibu kota negara.,0
Tidak ada uang yang dihabiskan untuk bantuan perumahan darurat.,0
"Mainichi Shimbun mengkritik Keizo Obuchi, Pemimpin Partai Demokrat Liberal yang baru.",0
Sampah hidup! Nggak ada artinya lo ada di dunia ini!,1
Andratx berada di pantai barat laut dan Tanjung Formentor lebih jauh ke timur.,0
Kalo itu bajingan mesum pengecut,1
"Muka nipu yaa, muka polos ternyata bajingan hhhh",1
Dia kembali ke pemikiran sebelumnya tentang kekerasan.,0
Kebun binatang Edinburgh terletak di belakang Rumah Sakit Corstophine.,0
Beberapa baki bisa menjadi meja portabel yang bagus.,0
Babi buat aku nangis anjing,1
Anak asu,1
"Kemarahan itu dari setan, sedangkan setan tercipta dari api, api hanya bisa padam dgn air, maka kalau kalian marah berwudlulah",0
"Perang Suksesi Spanyol, Austria, dan Polandia mengakibatkan Italia utara dikuasai oleh Spanyol.",0
Lebih dari seratus perahu diparkir di dermaga.,0
Anjing. Daripada sama si v yang nolak lu,1
"Anak haram, keluar dari sini sekarang!",1
Cinta monyet doang kayanya sedih amat.,0
Poirot kecewa padaku.,0
belum juga lewat seminggu eh sudah mampus saja layanan kalau sudah tidak mampu bikin layanan bilang saja kualitasnya kacrut ,1
sebelum menjalankan mobil periksa dan astikan tidak ada hewan seperti kucing atau anjing yg berlindung di area ban atau mobil.,0
"Cacad parah, nggak bisa diandalkan!",1
Para profesor tidak terlalu peduli dengan mahasiswanya.,0
 jaka a diambang kehancuran ditangan anies dan sandi karena mereka berdua tidak bisa apa apa bro,1
 maklum cebong daya ingatnya separuh ,1
"Memek kau, bodoh sekali tingkahmu!",1
BABI NGEPET !!!,1
Dekat dengan anak-anak,0
Sampah masyarakat! Lo itu nggak punya martabat sama sekali!,1
 tolong sih ini onta nyanyi mulu meminta disemprot baygon ,1
"bangsat pada homo semua,, kirain yg komen cewe malah cowo anjeng,, cewe malah gak di respon asu",1
Proses pemakzulan juga melibatkan suami Clinton.,0
Babi! Lo nggak pernah bisa apa-apa!,1
Memang tai ada aja kesalahannya,1
Pemerintah tidak memberikan ganti rugi atas barang yang dirampas.,0
memahami eksistensi komisi pemberantasan korupsi dengan logika korupsi maka sama halnya mendirikan lembaga anti maling untuk memberantas maling bubarkan komisi pemberantasan korupsi,1
 pak tak mungkin anda pe ahankan islam di indonesia lebih baik ikut bangun bangsa negara,1
 anjing maju kamu sini babi ,1
Itu tidak mungkin.,0
Vonis asli juri adalah hukuman mati.,0
"Asu kau, jangan terus-terusan membohongi dirimu sendiri dan bertindaklah jujur dengan orang lain!",1
Permadi tolol goblok.. lu liat ni gelangnya biadab kau asu,1
"Anjing lo, gak usah sok jago!",1
"Pantat lo bau busuk banget, mandi dong!",1
Sampah masyarakat! Nggak ada gunanya lo di dunia ini!,1
Anak asu,1
"saya tetap,,, yg lain mah masih wacana,basiii,, apalagi yg sono,, udah cacat ditubuh",1
"Sialan, kau memang brengsek!",1
"Misalnya ada suatu kondisi dimana kita lagi khawatirin si dia, tapi dia malah seneng-seneng sama yang lain. Itu babi namanya.",1
Sudah berapa banyak teman yang kamu kenal melalui game? Aku ingin tahu apakah kamu pernah membuat teman baru dalam permainan.,0
 ayo mana memek kamu sini ,1
bangsat cuti dah habis,1
Lancau anjing.. stressnya aku..,1
Jon merasa lebih kuat dan lebih defensif dari sebelumnya.,0
Gue sih pengennya naburin di badan bapak emak lo babi! Kontol bacot lo setan iblis lo bangsat!,1
"Tolol, kau benar-benar bodoh!",1
Rekan-rekan itu tidak sejajar dengan metafora.,0
Yang berwenang pura2 budheg atau memang budheg sih,1
15% untuk program awam pendidikan.,0
 mereka kira yang dibantai buddha teroris rohingya itu bukan manusia,1
 pak jokowi bisa menguasai saham pt frefoo 51 persen kaum bani cabul kaum kampret yang kejang yang nyinyir ,1
"Dasar monyet, kerjaannya cuma minta-minta terus.",1
Siapa yang tahu di mana mereka akan muncul selanjutnya.,0
"Mereka tidak pernah menginginkanmu, tetapi mereka akhirnya mendapatkanmu.",0
Menara Jam Rajabai buka dua kali sehari untuk dikunjungi pengunjung.,0
Sudah berapa lama kamu memainkan game ini? Aku ingin mengetahui pengalamanmu dan apakah ada game lain yang lebih menarik.,0
Apakah dari pihak pribadi atau telepon yang menjawab hal-hal?,0
13 eksekutif secara efektif mengimplementasikan kinerja pemerintah dan tindakan hasil,0
 pekerjaan rumah apa pak buktinya lowongan kerja saja dikasih ke asing anda ini kebanyakan bohong sama rakyat ,1
"Istri saya memiliki Bristol 355, yang saya beli untuknya.",0
Dia ragu karena rencananya tampaknya tidak terlalu bagus.,0
"Dalam video tersebut, sejumlah warga berdzikir mengelilingi tiga bangunan mirip makam yang ada di dalam rumah dengan ditemani seekor anjing.",0
Stasiun Yesus tidak dapat bertemu ibunya.,0
"Pertumbuhan PDB yang lebih tinggi dalam beberapa tahun terakhir telah berkontribusi pada peningkatan investasi, yang membuat masyarakat senang memiliki ekonomi yang hebat.",0
"Anak haram! Lo itu nggak punya akal, nggak bisa jadi manusia!",1
Panel dinding di pameran lebih keras dan lebih terlihat daripada objek sebenarnya itu sendiri.,0
"Tolol, kau benar-benar bodoh!",1
"Anak haram, jangan sok pintar! Pelacur kau, kau tidak punya otak!",1
"Bangsat, kau tidak bisa dipercaya dan selalu menyebarkan fitnah yang tidak berdasar!",1
Angkatan Laut membuat jadwal pembukaan jembatan.,0
Matahari menghasilkan jutaan setiap tahun dari berita palsu.,0
Anda tidak bisa melakukannya dengan mengenakan rok.,0
Jangan berharap semuanya terbuka setelah tengah malam.,0
 mereka yang membela cina keparat itu tak ubahnya anjing buduk saya ingin marah enyahkan para cina keparat di bumi negara kesatuan republik indonesia sumpah bagi para cina yang hidup di indonesia untuk setia tanah air bila mereka tak bersum,1
Apa kamu ingin mengikuti turnamen game bersama-sama? Kita bisa bersaing dengan pemain lain dan meraih hadiah yang menarik.,0
Libertarian sipil merayakan peran kemitraan dalam mendukung agenda inti koalisi.,0
 bani ege namanya ah goblok ,1
Kamu tahu tidak game-game yang membutuhkan kerjasama tim yang kuat? Aku ingin mencoba game yang memacu kerjasama dan kolaborasi.,0
 habis jogging pagi kebelet ngentot retweet sayang ,1
HIH DASAR KAMU BANGSAT IDOLAMU BARU SEPRINTILAN AJA UDAH SONGONG KAMU YA,1
Tuhan menghancurkan semua tempat yang dia kunjungi.,0
"Anjing, lu emang nggak tau malu ya?",1
 hiburan malam minggu manusia goblok permanen mau disadarkan dsh tidak bisa lagi bayi otaknya kerendam air ketuban apa gara minum kencing habib onta x,1
"Saya senang menghadiri konser musik, terutama jika artis yang tampil adalah favorit saya.",0
"Ngentot kau, berhenti merusak semuanya!",1
PAGI PAGI DAH EMOSI ANJING,1
HCFA mencoba memberi tahu semua orang tentang peraturan yang mereka buat.,0
"Terima kasih, hanya itu yang harus saya katakan.",0
TV memiliki banyak kejahatan yang ditampilkan di atasnya.,0
Sistem baru berbasis komputer dan mencakup informasi kartu kredit pelanggan.,0
Mati aja deh ya kalo yg nanti pake jalur curang,1
Pendanaan harus diamankan.,0
Anda membiarkannya mengering karena akan luntur dengan cara lain.,0
Tai lo! Lo itu cuma bikin orang lain gak tenang dan gak punya sopan santun.,1
"Charlies Saya hampir tidak bisa berbahasa Spanyol, dan cucunya bahkan tidak lahir di Spanyol.",0
GUYS HAK TUNJANGAN GUE TERNYATA DIKASIH BOKAP GUE KE ANAK LACUR.,1
Desa-desa lain sangat berkembang.,0
Anjing kzl,1
Mereka menerima lebih banyak manfaat pajak daripada orang lain.,0
"Keseimbangan antara pekerjaan dan kehidupan pribadi sangat penting untuk kesehatan mental dan fisik kita, jadi jangan lupa untuk merencanakan waktu untuk bersantai dan menikmati waktu luang Anda.",0
sekarang para warganet kalau memaki umat islam itu domba onta lah kalau orang kristen hindu buddha apa dong ,1
